mean_test_score,std_test_score,rank_test_score,lgbm__bagging_fraction,lgbm__bagging_freq,lgbm__feature_fraction,lgbm__learning_rate,lgbm__max_depth,lgbm__min_child_samples,lgbm__n_estimators,lgbm__num_leaves,pca__n_components
0.8915639224022837,0.010899782399330605,234,0.8,5,0.8,0.5,-1,5,150,50,10
0.891509907933363,0.013305064369959875,235,0.8,10,1.0,0.5,20,10,200,80,20
0.891509907933363,0.013305064369959875,235,0.8,10,1.0,0.5,20,10,200,50,20
0.891509907933363,0.013305064369959875,235,1.0,10,1.0,0.1,-1,10,150,31,10
0.891509907933363,0.013305064369959875,235,1.0,10,1.0,0.1,-1,10,150,50,10
0.8914368813837316,0.014602002166999513,239,0.8,5,0.8,0.5,-1,5,200,80,10
0.8913731814990269,0.009585798446210067,240,1.0,10,1.0,0.5,10,10,200,80,10
0.8913700332069802,0.008568436807492554,241,0.8,5,0.8,0.5,-1,5,200,31,10
0.8913494209528384,0.009503272213439785,242,0.8,5,1.0,0.5,10,5,150,50,20
0.8913331434300419,0.013622003656535047,243,0.8,5,1.0,0.5,10,5,200,31,30
0.891267921804122,0.014971255545858438,244,1.0,10,1.0,0.5,20,5,150,31,10
0.8912604035116163,0.013246664926275388,245,1.0,10,1.0,0.5,-1,10,150,80,10
0.8912604035116163,0.013246664926275388,245,1.0,5,1.0,0.5,20,10,150,50,10
0.8911954360601527,0.016728438780273747,247,1.0,10,1.0,0.1,20,10,150,31,10
0.8911954360601527,0.016728438780273747,247,1.0,5,1.0,0.1,20,10,150,50,10
0.8911287753209859,0.01573148035263077,249,1.0,10,0.8,0.5,-1,10,200,31,10
0.8911287753209859,0.01573148035263077,249,0.8,5,1.0,0.5,-1,5,150,50,30
0.8910453508947624,0.010645926446531968,251,1.0,5,1.0,0.5,-1,5,150,31,10
0.8910361813939194,0.011348551558532677,252,0.8,10,1.0,0.1,-1,5,200,50,10
0.8910150890625406,0.012874959776879009,253,1.0,10,0.8,0.5,20,10,150,31,10
0.8910063182022248,0.010274672788369776,254,1.0,5,1.0,0.5,10,10,150,80,10
0.8909228259335331,0.012143555514702156,255,1.0,10,1.0,0.5,20,5,150,50,10
0.8908912407012105,0.011690043128734557,256,1.0,10,0.8,0.5,20,10,150,80,10
0.8908853583163987,0.007236215113530505,257,0.8,10,1.0,0.5,-1,10,150,80,20
0.8908784208611626,0.009889486685619432,258,0.8,5,1.0,0.5,20,10,200,31,10
0.890836150501389,0.011880487736703384,259,0.8,10,1.0,0.5,-1,10,200,50,10
0.8907729550468428,0.013977433700549486,260,0.8,5,1.0,0.5,-1,10,150,50,10
0.8907619978653006,0.014792912079078725,261,1.0,10,0.8,0.5,10,10,200,50,10
0.8907477694023196,0.01229743409290009,262,1.0,5,1.0,0.5,20,10,150,80,10
0.8907409997952564,0.01046789914588423,263,1.0,10,0.8,0.5,10,10,200,80,10
0.8906516946613527,0.008292466600714707,264,1.0,10,1.0,0.5,20,10,150,50,10
0.890648523335674,0.012743707165790619,265,1.0,10,0.8,0.5,20,10,200,50,10
0.890648523335674,0.012743707165790619,265,0.8,5,1.0,0.5,10,10,150,50,10
0.890648523335674,0.012743707165790619,265,1.0,10,0.8,0.5,20,10,200,80,10
0.890648523335674,0.012743707165790619,265,0.8,5,1.0,0.5,10,10,150,31,10
0.890606257659984,0.011120282287681232,269,0.8,10,0.8,0.1,-1,10,200,50,10
0.8905715885701806,0.01839632922647906,270,1.0,5,0.8,0.5,10,5,200,80,10
0.8905715885701806,0.01839632922647906,270,1.0,5,0.8,0.5,10,5,150,80,10
0.8905688698596095,0.014603365167289084,272,1.0,10,0.8,0.5,20,10,150,50,10
0.8905688698596095,0.014603365167289084,272,1.0,5,0.8,0.5,-1,10,150,31,10
0.8905607823035684,0.009788619022721745,274,0.8,5,1.0,0.5,-1,10,150,80,10
0.8905492805690077,0.013491818750164879,275,0.8,5,1.0,0.5,20,10,150,31,10
0.8904826940998113,0.013245510489787539,276,1.0,5,1.0,0.5,-1,5,150,50,10
0.8904591883127304,0.01155143764543677,277,1.0,5,0.8,0.5,10,10,150,50,10
0.8904341960284728,0.011762813855122295,278,1.0,5,1.0,0.5,20,5,200,80,10
0.8904341083136842,0.01176286504916366,279,1.0,5,1.0,0.5,20,5,200,50,10
0.8903765386910948,0.016654276235324738,280,1.0,10,1.0,0.5,10,10,200,31,10
0.8903765386910948,0.016654276235324738,280,1.0,5,1.0,0.5,10,10,200,80,10
0.8903692717121517,0.011067511434486303,282,0.8,5,1.0,0.5,20,10,150,80,10
0.8903692717121517,0.011067511434486303,282,0.8,5,1.0,0.5,20,10,150,50,10
0.8903682531323082,0.009611216068084317,284,1.0,5,1.0,0.5,-1,5,150,80,10
0.8903333176292769,0.010688097325956963,285,1.0,10,0.8,0.5,10,10,200,31,10
0.8902857601823942,0.01198951070892963,286,1.0,5,1.0,0.5,20,10,200,80,10
0.8902857047665371,0.013850505399758519,287,1.0,10,1.0,0.5,-1,10,150,50,10
0.8902790867009875,0.011296673731290827,288,1.0,10,1.0,0.5,10,10,200,50,10
0.8902591229086008,0.012591603884281278,289,0.8,5,0.8,0.5,20,5,150,50,10
0.8902142340258712,0.015781384278910852,290,1.0,10,0.8,0.5,20,10,200,31,10
0.8901791896550476,0.012167692331423693,291,1.0,5,1.0,0.5,-1,10,200,50,10
0.8901130511673863,0.01186344020289855,292,1.0,5,0.8,0.5,20,10,200,80,10
0.8901006922871595,0.014941452951160514,293,1.0,5,0.8,0.5,10,10,200,31,10
0.8900370446598848,0.00911188948276617,294,1.0,5,1.0,0.5,20,5,150,50,10
0.8900092316588394,0.01184389895914557,295,1.0,10,0.8,0.5,10,10,150,80,10
0.8897729036240021,0.009923730088233012,296,0.8,10,1.0,0.5,-1,10,200,50,20
0.8897382917288343,0.012631762483875061,297,0.8,10,1.0,0.5,20,10,150,80,10
0.8897382917288343,0.012631762483875061,297,0.8,5,0.8,0.5,20,5,150,80,10
0.8896830026638141,0.011858690069278881,299,0.8,10,1.0,0.5,10,10,200,31,10
